city,year,month,day,hour,title,city_sector,address,intersection,postal_code,latitude,longitude
Toronto,2019,5,8,18,Sewing Classes,,"1765 Weston Rd, York, ON M9N 3P7, Canada",,,43.699069200000004,-79.51211869999997
Toronto,2019,5,25,17,"'Solemn Pines, Fading Things' Post Tsunami Tohoku 2012-2018 by PENGKUEI (Ben) HUANG for CONTACT 2019",,"400 Queen St E, Toronto, ON M5A 1T3, Canada",,,43.656085499999996,-79.36280409999999
Toronto,2019,3,13,13,Kim-Lee Kho: A Full Heart,,"225 Confederation Dr, Scarborough, ON M1G 1B2, Canada",,,43.7585243,-79.2087057
Toronto,2019,6,12,18,Sewing Classes,,"1765 Weston Rd, York, ON M9N 3P7, Canada",,,43.699069200000004,-79.51211869999997
Toronto,2019,3,26,23,Uncovering the History of Food Culture in China: An Archaeological Perspective,,"100 Queens Park, Toronto, ON M5S 2C6, Canada",,,43.6677097,-79.3947771
Toronto,2019,5,2,14,Toronto Through the Eyes of Women Artists,,"95 Front St E, Toronto, ON M5E 1C3, Canada",,,43.64873009999999,-79.37154090000001
Toronto,2019,4,14,17,Tea Time at the Inn,,"4709 Dundas St W, Etobicoke, ON M9A 1A8, Canada",,,43.651723,-79.52569609999999
Toronto,2018,8,31,21,East End Beer &amp; Food Walk,,"47 Donlands Ave, Toronto, ON M4J 3N5, Canada",,,43.6808809,-79.33747729999997
Toronto,2014,9,6,10,38th Annual Cabbagetown Festival of the Arts,Central East,,Carlton Street  and Parliament Street,,,
Toronto,2019,6,21,13,Art by Etobicoke Seniors,,"399 The West Mall, Toronto, ON M9C 2Y2, Canada",,,43.6432951,-79.5665396
Toronto,2019,3,5,17,Being Scene 18th Annual Exhibition,,"32 Lisgar St, Toronto, ON M6J 0C7, Canada",,,43.641784,-79.423292
Toronto,2019,7,23,15,A Tapestry of Spirit: The Torah Stitch by Stitch Project,,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",,,43.654587299999996,-79.3866557
Toronto,2019,7,31,14,The Moon: A Voyage Through Time,,"77 Wynford Dr, Toronto, ON M3C 1K1, Canada",,,43.72524540000001,-79.33210480000002
Toronto,2016,5,13,,"‘So Long Lives This’: Celebrating Shakespeare, 1616-2016",Downtown,120 St. George Street,St. George Street and Harbord Street,,43.6640977365,-79.3989637818
Toronto,2019,2,4,15,Best in Show,,"111 Queens Park, Toronto, ON M5S 2C7, Canada",,,43.6681235,-79.39316559999997
Toronto,2019,3,5,21,DIY Drop-In Bike Repair,,"3939 Lawrence Ave E, Scarborough, ON M1G 1R9, Canada",,,43.763586,-79.20535689999997
Toronto,2019,5,4,17,West End Food &amp; Culture Tour,,"772 Dundas St W, Toronto, ON M6J 1V1, Canada",,,43.6521191,-79.40746189999999
Toronto,2019,2,7,22,Museum Thursday Nights,,"5172 Yonge St, Toronto, ON M2N 0G1, Canada",,,43.7696779,-79.4131304
Toronto,2019,5,28,14,Ai Weiwei: Unbroken,,"111 Queens Park, Toronto, ON M5S 2C7, Canada",,,43.6681235,-79.39316559999997
Toronto,2019,5,12,0,Beautiful Man,,"125 Bathurst St, Toronto, ON M5V 2R2, Canada",,,43.6455699,-79.40273730000001
Toronto,2019,6,8,18,The Full Light of Day at Luminato,,"27 Front St E, Toronto, ON M5E 1B4, Canada",,,43.647391000000006,-79.37515400000002
Toronto,2019,3,11,13,March Break at the Hockey Hall of Fame,,"181 Bay St, Toronto, ON M5J 2T3, Canada",,,43.6473683,-79.37737200000005
Toronto,2018,10,21,15,Crosscurrents: Canada in the Making,,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",,,43.654587299999996,-79.3866557
Toronto,2019,3,30,17,Tour and Taste Weekends,,"5172 Yonge St, Toronto, ON M2N 0G1, Canada",,,43.7696779,-79.4131304
Toronto,2019,5,11,14,The Moon: A Voyage Through Time,,"77 Wynford Dr, Toronto, ON M3C 1K1, Canada",,,43.72524540000001,-79.33210480000002
Toronto,2019,1,19,14,Toronto Through the Eyes of Women Artists,,"95 Front St E, Toronto, ON M5E 1C3, Canada",,,43.64873009999999,-79.37154090000001
Toronto,2019,1,4,21,Winter Light Exhibition,,"Unnamed Road, Toronto, ON M6K 3B9, Canada",,,43.62995118169457,-79.41850701555256
Toronto,2018,11,20,0,Toronto Maple Leafs,,"40 Bay St, Toronto, ON M5J 2X2, Canada",,,43.6435205,-79.3790818
Toronto,2019,3,30,16,March Weekends,,"1007 Brimley Rd, Scarborough, ON M1P 3E8, Canada",,,43.758444700000005,-79.2526886
Toronto,2019,3,12,13,March Break Camp: Artist for the Week,,"56 Neilson Dr, Etobicoke, ON M9C 1V8, Canada",,,43.6295213,-79.56792349999999
Toronto,2019,3,26,14,Canning and Preservation Workshop,,"2999 Jane St, North York, ON M3N 2J9, Canada",,,43.7543494,-79.5163339
Toronto,2019,7,11,20,Sewing Classes,,"1765 Weston Rd, York, ON M9N 3P7, Canada",,,43.699069200000004,-79.51211869999997
Toronto,2019,1,3,21,Winter Light Exhibition,,"Unnamed Road, Toronto, ON M6K 3B9, Canada",,,43.62995118169457,-79.41850701555256
Toronto,2019,6,10,17,Sewing Classes,,"1765 Weston Rd, York, ON M9N 3P7, Canada",,,43.699069200000004,-79.51211869999997
Toronto,2019,3,12,16,Toronto Kids Digital Festival,,"49 McCaul St, Toronto, ON M5T 1V7, Canada",,,43.65157929999999,-79.39008000000003
Toronto,2019,4,12,0,Ang&#233;lique,,"125 Bathurst St, Toronto, ON M5V 2R2, Canada",,,43.6455699,-79.40273730000001
Toronto,2019,2,12,21,DIY Drop-In Bike Repair,,"3939 Lawrence Ave E, Scarborough, ON M1G 1R9, Canada",,,43.763586,-79.20535689999997
Toronto,2019,4,18,15,The Best of Scarborough Food Tour,,"2455 Eglinton Ave E, Scarborough, ON M1K, Canada",,,43.73252539999999,-79.26370120000001
Toronto,2019,1,20,16,Taste of Chinatown Food &amp; Culture Tour,,"421 Dundas St W, Toronto, ON M5T 2W4, Canada",,,43.6531242,-79.39521150000002
Toronto,2019,3,11,15,March Break Bicycle Repair Programming,,"15 Tobermory Dr, North York, ON M3N 2R5, Canada",,,43.760158000000004,-79.5078661
Toronto,2019,4,14,0,Ang&#233;lique,,"125 Bathurst St, Toronto, ON M5V 2R2, Canada",,,43.6455699,-79.40273730000001
Toronto,2019,1,19,0,She The People,,"51 Mercer St, Toronto, ON M5V 9G9, Canada",,,43.6453799,-79.39129710000003
Toronto,2019,2,16,18,Tour and Taste Weekends,,"5172 Yonge St, Toronto, ON M2N 0G1, Canada",,,43.7696779,-79.4131304
Toronto,2019,4,12,0,Seven Deadly Sins,,"1087 Queen St W, Toronto, ON M6J 1H3, Canada",,,43.6432589,-79.4220707
Toronto,2019,3,27,22,CNIB Skyball Gala,,"601 Christie St, Toronto, ON M6G 4C6, Canada",,,43.679786299999996,-79.42392669999998
Toronto,2019,3,13,0,"School Girls; Or, The African Mean Girls Play",,"12 Alexander St, Toronto, ON M4Y 1B4, Canada",,,43.6633185,-79.38306590000002
Toronto,2019,5,27,14,Sewing Classes,,"707 Dundas St W, Toronto, ON M5T 2W6, Canada",,,43.6517657,-79.40496460000003
Toronto,2016,7,28,,2016 Fall Revue,Downtown,51 Mercer Street,King Street West  and Blue Jays Way,,43.645374149,-79.391536986
Toronto,2019,3,30,13,For the Record: An Idea of the North,,"789 Yonge St, Toronto, ON M4W 2G8, Canada",,,43.67179229999999,-79.38681290000001
Toronto,2019,5,25,17,Tour and Taste Weekends,,"5172 Yonge St, Toronto, ON M2N 0G1, Canada",,,43.7696779,-79.4131304
Toronto,2019,3,27,17,Sewing Classes,,"1765 Weston Rd, York, ON M9N 3P7, Canada",,,43.699069200000004,-79.51211869999997
Toronto,2019,8,27,18,Sewing Classes,,"1765 Weston Rd, York, ON M9N 3P7, Canada",,,43.699069200000004,-79.51211869999997
Toronto,2019,3,7,17,How to Breathe Forever Exhibition Family Kit,,"199 Richmond St W, Toronto, ON M5V 1V3, Canada",,,43.649516399999996,-79.38795440000001
Toronto,2019,3,20,22,Film Screening - The Gift from Beate,,"2 Bloor St E, Toronto, ON M4W 1A8, Canada",,,43.67109779999999,-79.38606299999998
Toronto,2019,6,21,20,Sewing Classes,,"1765 Weston Rd, York, ON M9N 3P7, Canada",,,43.699069200000004,-79.51211869999997
Toronto,2019,6,26,15,A Tapestry of Spirit: The Torah Stitch by Stitch Project,,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",,,43.654587299999996,-79.3866557
Toronto,2019,5,14,14,Ai Weiwei: Unbroken,,"111 Queens Park, Toronto, ON M5S 2C7, Canada",,,43.6681235,-79.39316559999997
Toronto,2019,7,2,12,East York Farmers Market,,"East York Civic Centre, 850 Coxwell Ave, East York, ON M4C 5R1, Canada",,,43.69116939999999,-79.32833619999997
Toronto,2014,2,14,,2014 CANADIAN INTERNATIONAL AUTO SHOW,Downtown,,Front St. and John St.,,,
Toronto,2019,10,15,13,Crossection 2019 Art Exhibition,,"399 The West Mall, Toronto, ON M9C 2Y2, Canada",,,43.6432951,-79.5665396
Toronto,2019,3,31,0,Amorous Playlist,,"304 Parliament St, Toronto, ON M5A 3A4, Canada",,,43.6591055,-79.366014
Toronto,2019,6,24,15,A Tapestry of Spirit: The Torah Stitch by Stitch Project,,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",,,43.654587299999996,-79.3866557
Toronto,2019,1,5,16,The Best of Scarborough Food Tour,,"2455 Eglinton Ave E, Scarborough, ON M1K, Canada",,,43.73252539999999,-79.26370120000001
Toronto,2018,8,25,15,The Best of Scarborough Food Tour,,"2455 Eglinton Ave E, Scarborough, ON M1K, Canada",,,43.73252539999999,-79.26370120000001
Toronto,2019,3,20,17,Sewing Classes,,"1765 Weston Rd, York, ON M9N 3P7, Canada",,,43.699069200000004,-79.51211869999997
Toronto,2019,5,7,16,"'Solemn Pines, Fading Things' Post Tsunami Tohoku 2012-2018 by PENGKUEI (Ben) HUANG for CONTACT 2019",,"400 Queen St E, Toronto, ON M5A 1T3, Canada",,,43.656085499999996,-79.36280409999999
Toronto,2019,3,3,15,Best in Show,,"111 Queens Park, Toronto, ON M5S 2C7, Canada",,,43.6681235,-79.39316559999997
Toronto,2019,6,1,14,The Moon: A Voyage Through Time,,"77 Wynford Dr, Toronto, ON M3C 1K1, Canada",,,43.72524540000001,-79.33210480000002
Toronto,2019,7,14,17,Downtown Desserts &amp; Culture Tour,,"191 Baldwin St, Toronto, ON M5T 1M1, Canada",,,43.6544824,-79.40121469999997
Toronto,2019,6,18,18,Sewing Classes,,"1765 Weston Rd, York, ON M9N 3P7, Canada",,,43.699069200000004,-79.51211869999997
Toronto,2019,5,3,14,The Moon: A Voyage Through Time,,"77 Wynford Dr, Toronto, ON M3C 1K1, Canada",,,43.72524540000001,-79.33210480000002
Toronto,2019,6,12,18,Farmers' Market,,"4709 Dundas St W, Etobicoke, ON M9A 1A8, Canada",,,43.651723,-79.52569609999999
Toronto,2019,4,30,20,Earn-A-Bike,,"15 Tobermory Dr, North York, ON M3N 2R5, Canada",,,43.760158000000004,-79.5078661
Toronto,2016,4,15,,"‘So Long Lives This’: Celebrating Shakespeare, 1616-2016",Downtown,120 St. George Street,St. George Street and Harbord Street,,43.6640977365,-79.3989637818
Toronto,2019,7,28,14,The Moon: A Voyage Through Time,,"77 Wynford Dr, Toronto, ON M3C 1K1, Canada",,,43.72524540000001,-79.33210480000002
Toronto,2019,3,16,14,"Impressionism in the Age of Industry: Monet, Pissarro",,"317 Dundas St W, Toronto, ON M5T 1G4, Canada",,,43.6536766,-79.39233939999997
Toronto,2015,11,6,,2015 Hockey Hall of Fame Induction Weekend,Downtown,30 Yonge Street,Yonge Street and Front Street,,43.6471224259,-79.377386749
Toronto,2019,2,28,21,Winter Light Exhibition,,"Unnamed Road, Toronto, ON M6K 3B9, Canada",,,43.62995118169457,-79.41850701555256
Toronto,2018,9,15,16,East End Beer &amp; Food Walk,,"47 Donlands Ave, Toronto, ON M4J 3N5, Canada",,,43.6808809,-79.33747729999997
Toronto,2019,4,26,2,Sewing Classes,,"707 Dundas St W, Toronto, ON M5T 2W6, Canada",,,43.6517657,-79.40496460000003
Toronto,2019,10,4,15,A Tapestry of Spirit: The Torah Stitch by Stitch Project,,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",,,43.654587299999996,-79.3866557
Toronto,2019,10,13,15,A Tapestry of Spirit: The Torah Stitch by Stitch Project,,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",,,43.654587299999996,-79.3866557
Toronto,2019,6,12,19,Drop-in DIY Repair,,"15 Tobermory Dr, North York, ON M3N 2R5, Canada",,,43.760158000000004,-79.5078661
Toronto,2016,4,21,,"‘So Long Lives This’: Celebrating Shakespeare, 1616-2016",Downtown,120 St. George Street,St. George Street and Harbord Street,,43.6640977365,-79.3989637818
Toronto,2019,4,5,18,Sewing Classes,,"707 Dundas St W, Toronto, ON M5T 2W6, Canada",,,43.6517657,-79.40496460000003
Toronto,2016,10,12,,10th Anniversary Special Group Exhibition,Central East,32 Distillery Lane,Front Street East and Parliament Street,,43.64974766,-79.360189632
Toronto,2014,3,2,4,Toronto Raptors vs. Golden State Warriors,Downtown,40 Bay Street,Bay Street and Lakeshore Blvd.,,,
Toronto,2019,2,5,15,Toronto Through the Eyes of Women Artists,,"95 Front St E, Toronto, ON M5E 1C3, Canada",,,43.64873009999999,-79.37154090000001
Toronto,2019,5,4,17,"'Solemn Pines, Fading Things' Post Tsunami Tohoku 2012-2018 by PENGKUEI (Ben) HUANG for CONTACT 2019",,"400 Queen St E, Toronto, ON M5A 1T3, Canada",,,43.656085499999996,-79.36280409999999
Toronto,2018,12,16,21,Winter Light Exhibition,,"Unnamed Road, Toronto, ON M6K 3B9, Canada",,,43.62995118169457,-79.41850701555256
Toronto,2019,3,9,21,She The People,,"51 Mercer St, Toronto, ON M5V 9G9, Canada",,,43.6453799,-79.39129710000003
Toronto,2019,4,12,23,Friday Night Jazz,,"288 Bremner Blvd, Toronto, ON M5V 3L9, Canada",,,43.6424036,-79.38597159999999
Toronto,2019,4,26,20,Sewing Classes,,"1765 Weston Rd, York, ON M9N 3P7, Canada",,,43.699069200000004,-79.51211869999997
Toronto,2019,2,27,16,Crosscurrents: Canada in the Making,,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",,,43.654587299999996,-79.3866557
Toronto,2019,1,13,16,Crosscurrents: Canada in the Making,,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",,,43.654587299999996,-79.3866557
Toronto,2018,12,6,0,Toronto Marlies,,"45 Manitoba Dr, Toronto, ON M6K 3C3, Canada",,,43.635625899999994,-79.41500119999999
Toronto,2019,1,4,22,East End Beer &amp; Food Walk,,"47 Donlands Ave, Toronto, ON M4J 3N5, Canada",,,43.6808809,-79.33747729999997
Toronto,2019,8,24,14,DIY Drop-In Bike Repair,,"3939 Lawrence Ave E, Scarborough, ON M1G 1R9, Canada",,,43.763586,-79.20535689999997
Toronto,2019,1,4,15,Toronto Through the Eyes of Women Artists,,"95 Front St E, Toronto, ON M5E 1C3, Canada",,,43.64873009999999,-79.37154090000001
Toronto,2019,3,22,13,Elemental Time: Bruce Parsons,,"56 Neilson Dr, Etobicoke, ON M9C 1V8, Canada",,,43.6295213,-79.56792349999999
Toronto,2019,3,17,16,March Break Family Adventure at Mackenzie House,,"82 Bond St, Toronto, ON M5B 1X2, Canada",,,43.6556625,-79.37856320000003
Toronto,2019,6,9,23,Masquerade at Luminato,,"255 Front St W, Toronto, ON M5V 2W6, Canada",,,43.6438286,-79.38678920000002
Toronto,2014,11,7,,Toronto International Antiquarian Book Fair,Downtown,317 Dundas Street W,Dundas Street West and McCaul Street,,43.6535201408,-79.39257301399999
Toronto,2019,7,12,18,Sewing Classes,,"707 Dundas St W, Toronto, ON M5T 2W6, Canada",,,43.6517657,-79.40496460000003
Toronto,2019,2,22,15,Best in Show,,"111 Queens Park, Toronto, ON M5S 2C7, Canada",,,43.6681235,-79.39316559999997
Toronto,2019,8,1,20,Earn-A-Bike,,"15 Tobermory Dr, North York, ON M3N 2R5, Canada",,,43.760158000000004,-79.5078661
Toronto,2019,1,27,15,Best in Show,,"111 Queens Park, Toronto, ON M5S 2C7, Canada",,,43.6681235,-79.39316559999997
Toronto,2019,6,29,14,DIY Drop-In Bike Repair,,"3939 Lawrence Ave E, Scarborough, ON M1G 1R9, Canada",,,43.763586,-79.20535689999997
Toronto,2019,3,8,21,Sewing Classes,,"1765 Weston Rd, York, ON M9N 3P7, Canada",,,43.699069200000004,-79.51211869999997
Toronto,2019,7,20,15,A Tapestry of Spirit: The Torah Stitch by Stitch Project,,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",,,43.654587299999996,-79.3866557
Toronto,2019,3,26,20,Earn-A-Bike,,"15 Tobermory Dr, North York, ON M3N 2R5, Canada",,,43.760158000000004,-79.5078661
Toronto,2019,4,18,16,'Off The Beaten Path' Solo Exhibition of Photography by Lori Ryerson,,"400 Queen St E, Toronto, ON M5A 1T3, Canada",,,43.656085499999996,-79.36280409999999
Toronto,2019,4,19,13,Baby &amp; Me,,"100 Queens Park, Toronto, ON M5S 2C6, Canada",,,43.6677097,-79.3947771
Toronto,2014,2,12,7,Toronto Raptors vs. Atlanta Hawks,Downtown,40 Bay Street,Bay Street and Lakeshore Blvd.,,,
Toronto,2019,5,2,4,27th Annual Toronto Jewish Film Festival,,"2 Sussex Ave, Toronto, ON M5S 1J5, Canada",,,43.665569899999994,-79.3996052
Toronto,2019,4,28,15,Earth Day,,"70 Canuck Ave, North York, ON M3K 2C5, Canada",,,43.7437828,-79.4842438
Toronto,2019,3,14,16,Floyd Kuptana Gallery,,"80 Gerrard St E, Toronto, ON M5B 1G6, Canada",,,43.660164200000004,-79.3780463
Toronto,2019,3,2,15,Ai Weiwei: Unbroken,,"111 Queens Park, Toronto, ON M5S 2C7, Canada",,,43.6681235,-79.39316559999997
Toronto,2019,4,5,16,Sewing Classes,,"1765 Weston Rd, York, ON M9N 3P7, Canada",,,43.699069200000004,-79.51211869999997
Toronto,2018,11,11,22,East End Beer &amp; Food Walk,,"47 Donlands Ave, Toronto, ON M4J 3N5, Canada",,,43.6808809,-79.33747729999997
Toronto,2014,12,26,5,2015 IIHF World Junior Championship Preliminary Round - Czech Republic vs. Sweden,Downtown,40 Bay Street,Bay Street  and Lake Shore Boulevard West,,,
Toronto,2019,9,14,15,Nadia Myre: Balancing Acts,,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",,,43.654587299999996,-79.3866557
Toronto,2019,3,13,15,March Break Bicycle Repair Programming,,"15 Tobermory Dr, North York, ON M3N 2R5, Canada",,,43.760158000000004,-79.5078661
Toronto,2019,3,10,15,Best in Show,,"111 Queens Park, Toronto, ON M5S 2C7, Canada",,,43.6681235,-79.39316559999997
Toronto,2019,6,15,17,Downtown Desserts &amp; Culture Tour,,"191 Baldwin St, Toronto, ON M5T 1M1, Canada",,,43.6544824,-79.40121469999997
Toronto,2016,5,5,,"‘So Long Lives This’: Celebrating Shakespeare, 1616-2016",Downtown,120 St. George Street,St. George Street and Harbord Street,,43.6640977365,-79.3989637818
Toronto,2019,3,28,14,Ai Weiwei: Unbroken,,"111 Queens Park, Toronto, ON M5S 2C7, Canada",,,43.6681235,-79.39316559999997
Toronto,2019,3,19,14,Migration Trail,,"4709 Dundas St W, Etobicoke, ON M9A 1A8, Canada",,,43.651723,-79.52569609999999
Toronto,2019,3,17,1,Make Me Laugh 7!,,"120 Church St, Toronto, ON M5C 2G8, Canada",,,43.6521506,-79.37547749999997
Toronto,2019,4,20,0,Dry Powder,,"5040 Yonge St, North York, ON M2N 6R8, Canada",,,43.7662845,-79.4141305
Toronto,2018,11,30,1,Toronto Raptors,,"40 Bay St, Toronto, ON M5J 2X2, Canada",,,43.6435205,-79.3790818
Toronto,2019,3,15,14,Toronto Through the Eyes of Women Artists,,"95 Front St E, Toronto, ON M5E 1C3, Canada",,,43.64873009999999,-79.37154090000001
Toronto,2019,2,24,18,Tea Time at the Inn,,"4709 Dundas St W, Etobicoke, ON M9A 1A8, Canada",,,43.651723,-79.52569609999999
Toronto,2016,8,17,,'Birth and Death Frequencies’ from A Time to Hear for Here (2007) by John Oswald,Downtown,20 St. Joseph Street,Yonge Street and Wellesley Street West,,43.666058478000004,-79.38650643300001
Toronto,2019,8,11,18,Dusk Dances,,,,,43.67608136337881,-79.34882339302123
Toronto,2014,11,8,5,28th Annual Crystal Ball,Downtown,222 Bremner Boulevard,Bremner Boulevard and Lower Simcoe Street,,43.642693128999994,-79.3849003994
Toronto,2019,1,16,15,Migration Trail,,"4709 Dundas St W, Etobicoke, ON M9A 1A8, Canada",,,43.651723,-79.52569609999999
Toronto,2019,8,19,14,Sewing Classes,,"707 Dundas St W, Toronto, ON M5T 2W6, Canada",,,43.6517657,-79.40496460000003
Toronto,2019,3,16,18,March Break at MOCA: Break/ing Images Moving Image Workshop,,"158 Sterling Rd, Toronto, ON M6R 2B2, Canada",,,43.6545624,-79.44520449999997
Toronto,2019,3,12,16,William Brisland: Our Sacred Planet Exhibition,,"1 Colonel Samuel Smith Park Dr, Etobicoke, ON M8V 4B6, Canada",,,43.59765669999999,-79.5158925
Toronto,2019,4,21,1,Dinner With A View,,"250 Fort York Blvd, Toronto, ON M5V 3K9, Canada",,,43.6374082,-79.40664609999997
Toronto,2019,5,29,14,Ai Weiwei: Unbroken,,"111 Queens Park, Toronto, ON M5S 2C7, Canada",,,43.6681235,-79.39316559999997
Toronto,2018,12,10,21,Winter Light Exhibition,,"Unnamed Road, Toronto, ON M6K 3B9, Canada",,,43.62995118169457,-79.41850701555256
Toronto,2019,5,24,15,Toronto Tech Summit,,"101 College St, Toronto, ON M5G 1L7, Canada",,,43.65992979999999,-79.38865940000001
Toronto,2019,2,10,18,Tour and Taste Weekends,,"5172 Yonge St, Toronto, ON M2N 0G1, Canada",,,43.7696779,-79.4131304
Toronto,2019,3,23,0,People in Sunglasses - Laura Comeau Solo Exhibition,,"584 College St, Toronto, ON M6G 1B3, Canada",,,43.6555488,-79.41349459999998
Toronto,2018,12,27,16,The Best of Scarborough Food Tour,,"2455 Eglinton Ave E, Scarborough, ON M1K, Canada",,,43.73252539999999,-79.26370120000001
Toronto,2016,8,22,,'Birth and Death Frequencies’ from A Time to Hear for Here (2007) by John Oswald,Downtown,20 St. Joseph Street,Yonge Street and Wellesley Street West,,43.666058478000004,-79.38650643300001
Toronto,2019,3,23,16,SYZYGY Student Exhibition Centennial College Studio Arts,,"400 Queen St E, Toronto, ON M5A 1T3, Canada",,,43.656085499999996,-79.36280409999999
Toronto,2019,2,7,17,Floyd Kuptana Gallery,,"80 Gerrard St E, Toronto, ON M5B 1G6, Canada",,,43.660164200000004,-79.3780463
Toronto,2019,3,29,13,For the Record: An Idea of the North,,"789 Yonge St, Toronto, ON M4W 2G8, Canada",,,43.67179229999999,-79.38681290000001
Toronto,2019,4,13,13,For the Record: An Idea of the North,,"789 Yonge St, Toronto, ON M4W 2G8, Canada",,,43.67179229999999,-79.38681290000001
Toronto,2019,3,10,3,"Lights, Camera, Action",,"327 Bloor St W, Toronto, ON M5S 1W7, Canada",,,43.667259,-79.40006060000002
Toronto,2019,8,3,14,Drop-in DIY Repair,,"15 Tobermory Dr, North York, ON M3N 2R5, Canada",,,43.760158000000004,-79.5078661
Toronto,2019,2,26,17,William Brisland: Our Sacred Planet Exhibition,,"1 Colonel Samuel Smith Park Dr, Etobicoke, ON M8V 4B6, Canada",,,43.59765669999999,-79.5158925
Toronto,2019,2,6,15,Best in Show,,"111 Queens Park, Toronto, ON M5S 2C7, Canada",,,43.6681235,-79.39316559999997
Toronto,2019,4,7,19,Douglas Fairbanks in When the Clouds Roll By,,"608 College St, Toronto, ON M6G 1B4, Canada",,,43.655350399999996,-79.41458169999999
Toronto,2019,4,11,16,How to Breathe Forever Exhibition Family Kit,,"199 Richmond St W, Toronto, ON M5V 1V3, Canada",,,43.649516399999996,-79.38795440000001
Toronto,2019,5,23,21,Museum Thursday Nights,,"5172 Yonge St, Toronto, ON M2N 0G1, Canada",,,43.7696779,-79.4131304
Toronto,2019,1,17,15,Toronto Through the Eyes of Women Artists,,"95 Front St E, Toronto, ON M5E 1C3, Canada",,,43.64873009999999,-79.37154090000001
Toronto,2019,6,16,17,Downtown Desserts &amp; Culture Tour,,"191 Baldwin St, Toronto, ON M5T 1M1, Canada",,,43.6544824,-79.40121469999997
Toronto,2019,3,15,14,March Break at the Legislative Assembly of Ontario,,"111 Wellesley St W, Toronto, ON M7A 1A5, Canada",,,43.662622799999994,-79.39232219999997
Toronto,2019,10,12,17,West End Food &amp; Culture Tour,,"772 Dundas St W, Toronto, ON M6J 1V1, Canada",,,43.6521191,-79.40746189999999
Toronto,2019,3,14,23,#trapjazz thursdays with game.set.trap,,"876 Dundas St W, Toronto, ON M6J 1V7, Canada",,,43.6513532,-79.41137309999998
Toronto,2019,8,16,18,Sewing Classes,,"707 Dundas St W, Toronto, ON M5T 2W6, Canada",,,43.6517657,-79.40496460000003
Toronto,2019,10,4,0,Victorian Escape Game: Rebel Rendevous,,"82 Bond St, Toronto, ON M5B 1X2, Canada",,,43.6556625,-79.37856320000003
Toronto,2019,6,5,18,Sewing Classes,,"1765 Weston Rd, York, ON M9N 3P7, Canada",,,43.699069200000004,-79.51211869999997
Toronto,2019,10,11,13,Crossection 2019 Art Exhibition,,"399 The West Mall, Toronto, ON M9C 2Y2, Canada",,,43.6432951,-79.5665396
Toronto,2019,1,27,0,She The People,,"51 Mercer St, Toronto, ON M5V 9G9, Canada",,,43.6453799,-79.39129710000003
Toronto,2019,6,28,20,Sewing Classes,,"1765 Weston Rd, York, ON M9N 3P7, Canada",,,43.699069200000004,-79.51211869999997
Toronto,2019,3,30,15,Floyd Kuptana Gallery,,"80 Gerrard St E, Toronto, ON M5B 1G6, Canada",,,43.660164200000004,-79.3780463
Toronto,2019,3,2,16,Floyd Kuptana Gallery,,"80 Gerrard St E, Toronto, ON M5B 1G6, Canada",,,43.660164200000004,-79.3780463
Toronto,2019,5,11,13,Toronto Through the Eyes of Women Artists,,"95 Front St E, Toronto, ON M5E 1C3, Canada",,,43.64873009999999,-79.37154090000001
Toronto,2018,9,20,15,Crosscurrents: Canada in the Making,,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",,,43.654587299999996,-79.3866557
Toronto,2018,12,19,16,Crosscurrents: Canada in the Making,,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",,,43.654587299999996,-79.3866557
Toronto,2019,3,29,21,East End Beer &amp; Food Walk,,"47 Donlands Ave, Toronto, ON M4J 3N5, Canada",,,43.6808809,-79.33747729999997
Toronto,2019,3,6,17,Floyd Kuptana Gallery,,"80 Gerrard St E, Toronto, ON M5B 1G6, Canada",,,43.660164200000004,-79.3780463
Toronto,2019,2,14,16,The Best of Scarborough Food Tour,,"2455 Eglinton Ave E, Scarborough, ON M1K, Canada",,,43.73252539999999,-79.26370120000001
Toronto,2019,8,2,14,The Moon: A Voyage Through Time,,"77 Wynford Dr, Toronto, ON M3C 1K1, Canada",,,43.72524540000001,-79.33210480000002
Toronto,2019,7,2,14,The Moon: A Voyage Through Time,,"77 Wynford Dr, Toronto, ON M3C 1K1, Canada",,,43.72524540000001,-79.33210480000002
Toronto,2019,3,16,13,Elemental Time: Bruce Parsons,,"56 Neilson Dr, Etobicoke, ON M9C 1V8, Canada",,,43.6295213,-79.56792349999999
Toronto,2019,9,1,15,Nadia Myre: Balancing Acts,,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",,,43.654587299999996,-79.3866557
Toronto,2019,5,13,18,Sewing Classes,,"1765 Weston Rd, York, ON M9N 3P7, Canada",,,43.699069200000004,-79.51211869999997
